Token,POS
Apex-fonds,NSE
(,ZPL
Samaf,RK
),ZPR
en,KN
die,LB
mikrokredietfonds,NSE
vir,SVS
die,LB
landbou,NM
(,ZPL
Mafisa,RK
),ZPR
",",ZM
te,UPI
verbeter,VTHOG
,
sorg,VTHOG
dat,KO
die,LB
Kleinsakeontwikkelingsagentskap,NSE
(,ZPL
Seda,RK
),ZPR
behoorlik,BS
funksioneer,VTHOO
,
die,LB
Wetsontwerp,NSE
op,SVS
Maatskappye,NSM
",",ZM
wat,PB
verlede,ASA
Woensdag,NEE
deur,SVS
die,LB
Kabinet,NSE
aanvaar,VTHOG
is,VVUOP
vir,SVS
openbare,ASA
kommentaar,NM
",",ZM
verwerk,VTHOG
as,KO
deel,NSE
van,SVS
die,LB
stel,NSE
maatreëls,NSM
wat,PB
klein,ASA
",",ZM
medium-,RWD
en,KN
mikro-ondernemings,NSM
se,UPS
beheerlas,NSE
moet,VTUOM
verminder,VTHOG
en,KN
minderheidsaandeelhouers,NSM
en,KN
werknemers,NSM
moet,VTUOM
bemagtig,VTHOG
,
aangesien,KO
ons,PEMP
reeds,BS
ons,PEMB
selfopgelegde,ASA
teiken,NSE
van,SVS
10,RS
000,RS
oortref,VTHOG
het,VUOT
",",ZM
sal,VTUOM
ons,PEMP
die,LB
getal,NSE
jongmense,NSM
wat,PB
by,SVS
die,LB
Nasionale,ASA
Jeugdiens,NSE
betrokke,ASP
is,VTHOK
met,SVS
minstens,TRBO
20,RS
000,RS
verhoog,VTHOG
deur,SVS
bemiddeling,NA
met,SVS
18,RS
van,SVS
ons,PEMB
departemente,NSM
wat,PB
reeds,BS
planne,NSM
in,SVS
hierdie,PA
verband,NSE
ontwikkel,VTHOG
het,VUOT
",",ZM
30,RS
000,RS
jong,ASA
vrywilligers,NSM
vir,SVS
gemeenskapsontwikkelingsprojekte,NSM
inskryf,VTHSG
",",ZM
en,KN
5,RS
000,RS
jongmense,NSM
in,SVS
diens,NSE
neem,VTHOG
as,KO
deel,NSE
van,SVS
die,LB
EPWP,RL
",",ZM
wat,PB
op,SVS
die,LB
instandhouding,NA
van,SVS
regeringsgeboue,NSM
gerig,VVHOG
is,VVUOP
,
pogings,NSM
verskerp,VTHOG
om,SVS
jeugontwikkeling,NA
by,SVS
wyse,NSE
van,SVS
'n,LO
jeugkoördineringsprogram,NSE
by,SVS
die,LB
hoofstroom,NSE
van,SVS
die,LB
Regering,NSE
se,UPS
werk,NA
te,UPI
integreer,VTHOG
",",ZM
en,KN
ononderbroke,ASA
pogings,NSM
om,SVS
werklose,ASA
gegradueerdes,NSM
met,SVS
indiensnemingsgeleenthede,NSM
in,SVS
aanraking,NSE
te,UPI
bring,VTHOO
-,ZM
en,KN
in,SVS
hierdie,PA
verband,NSE
wil,VTUOM
ons,PEMP
die,LB
talle,THAO
maatskappye,NSM
",",ZM
openbaar,ASP
én,KN
privaat,ASP
",",ZM
groot,ASP
én,KN
klein,ASP
",",ZM
wat,PB
op,SVS
skitterende,ASA
en,KN
praktiese,ASA
wyse,NSE
op,SVS
hierdie,PA
inisiatief,NSE
gereageer,VVHOO
het,VUOT
",",ZM
hartlik,BS
daarvoor,PB
bedank,VTHOG
,
die,LB
Communal,RV
Land,RV
Rights,RV
Act,RV
begin,VTUOA
toepas,VTHSG
om,SVS
die,LB
ekonomiese,ASA
gebruik,NA
van,SVS
gemeenskaplike,ASA
grond,NM
te,UPI
verbeter,VTHOG
",",ZM
terwyl,KO
ons,PEMP
terselfdertyd,BS
hulp,NA
in,SVS
die,LB
vorm,NSE
van,SVS
besproeiing,NM
",",ZM
saad,NM
en,KN
implemente,NSM
aan,SVS
kleinboere,NSM
en,KN
koöperatiewe,ASA
boere,NSM
verleen,VTHOG
.,ZE
,
Geagte,ASA
lede,NSM
,
Die,LB
ekonomiese,ASA
programme,NSM
waarna,PB
ons,PEMP
verwys,VTHOO
het,VUOT
",",ZM
vorm,VTHOG
deel,NSE
van,SVS
die,LB
gesamentlike,ASA
stukrag,NM
waarby,PB
alle,THAO
Suid-Afrikaners,NSM
hulle,PDMB
gewig,NM
moet,VTUOM
ingooi,VTHSG
sodat,KO
ons,PEMP
die,LB
vlak,NSE
van,SVS
armoede,NA
en,KN
ongelykheid,NA
in,SVS
ons,PEMB
samelewing,NSE
kan,VTUOM
verlaag,VTHOG
.,ZE
,
Dit,PDOENP
is,VTHOK
vir,SVS
ons,PEMP
nie,BS
maar,KN
net,BS
'n,LO
cliché,NSE
om,SVS
te,UPI
sê,VTHOG
dat,KO
die,LB
sukses,NA
van,SVS
ons,PEMB
demokrasie,NSE
gemeet,VVHOG
behoort,VTUOM
te,UPI
word,VTUOP
",",ZM
en,KN
gemeet,VVHOG
sal,VTUOM
word,VTUOP
",",ZM
aan,SVS
die,LB
daadwerklike,ASA
stappe,NSM
wat,PB
ons,PEMP
neem,VTHOG
om,SVS
die,LB
lewensgehalte,NA
van,SVS
die,LB
kwesbaarstes,NSM
in,SVS
ons,PEMB
samelewing,NSE
te,UPI
verhoog,VTHOG
nie,UPO
.,ZE
,
Ons,PEMP
wil,VTUOM
die,LB
maatskaplike,ASA
programme,NSM
wat,PB
ons,PEMP
oor,SVS
die,LB
jare,NSM
heen,BS
in,SVS
werking,NA
gestel,VVHOG
het,VUOT
",",ZM
verbeter,VTHOG
.,ZE
,
Met,SVS
hierdie,PA
doel,NSE
voor,SVS
oë,NSM
wil,VTUOM
ons,PEMP
vanjaar,BS
ons,PEMB
stelsel,NSE
van,SVS
maatskaplike,ASA
sekerheid,NA
so,BS
hervorm,VTHOG
dat,KO
daar,UXD
so,BS
gou,BS
moontlik,BS
begin,VTHOG
kan,VTUOM
word,VTUOP
om,SVS
dit,PDOENP
in,SVS
verskillende,ASA
fases,NSM
in,SVS
werking,NA
te,UPI
stel,VTHOG
.,ZE
,
Ons,PEMP
wil,VTUOM
hierdie,PA
werk,NA
",",ZM
waarmee,PB
daar,UXD
reeds,BS
begin,VTHOG
is,VVUOP
",",ZM
vanjaar,BS
afhandel,VTHSG
.,ZE
,
'n,LO
Kritieke,ASA
aspek,NSE
van,SVS
hierdie,PA
hervorming,NA
is,VTHOK
die,LB
regstelling,NSE
van,SVS
'n,LO
fout,NSE
wat,PB
in,SVS
die,LB
2002-verslag,NSE
van,SVS
die,LB
kommissie,NSE
van,SVS
ondersoek,NSE
na,SVS
'n,LO
omvattende,ASA
stelsel,NSE
van,SVS
maatskaplike,ASA
sekerheid,NA
in,SVS
Suid-Afrika,NEE
geïdentifiseer,VVHOG
is,VVUOP
.,ZE
,
Hierdie,PA
fout,NSE
behels,VTHOG
dat,KO
ons,PEMB
maatskaplike,ASA
sekerheidstelsel,NSE
se,UPS
pilaar,NSE
van,SVS
bydraende,ASA
verdienste,NSE
met,SVS
betrekking,NA
tot,SVS
groot,ASA
getalle,NSM
werkende,ASA
mense,NSM
ontbreek,VTHOO
of,KN
onbetroubaar,ASP
is,VTHOK
.,ZE
,
Die,LB
beginsel,NSE
wat,PB
hierdie,PA
benadering,NSE
rig,VTHOG
",",ZM
is,VTHOK
dat,KO
ons,PEMP
",",ZM
bo,SVS
en,KN
behalwe,KO
die,LB
maatskaplike,ASA
bystand,NA
wat,PB
deur,SVS
die,LB
staatsbegroting,NSE
verskaf,VTHOG
word,VTUOP
",",ZM
ondersoek,NSE
moet,VTUOM
instel,VTHSG
na,SVS
die,LB
invoer,NA
van,SVS
'n,LO
maatskaplike,ASA
sekerheidstelsel,NSE
wat,PB
aan,SVS
verdienste,NSE
gekoppel,VVHOG
is,VVUOP
en,KN
op,SVS
die,LB
beginsel,NSE
van,SVS
maatskaplike,ASA
solidariteit,NA
berus,VTHOO
.,ZE
,
Dit,PDOENP
sal,VTUOM
beteken,VTHOG
dat,KO
alle,THAO
Suid-Afrikaners,NSM
lid,NSE
van,SVS
'n,LO
gemeenskaplike,ASA
",",ZM
administratief,BS
doeltreffende,ASA
stelsel,NSE
van,SVS
maatskaplike,ASA
sekerheid,NA
sal,VTUOM
wees,VTHOK
",",ZM
terwyl,KO
diegene,PO
wat,PB
hoër,AVA
salarisse,NSM
verdien,VTHOG
steeds,BS
tot,SVS
privaat,ASA
aftree-,RWD
en,KN
versekeringskemas,NSM
kan,VTUOM
bydra,VTHSO
.,ZE
,
In,SVS
die,LB
bespreking,NSE
wat,PB
tot,SVS
dusver,BS
in,SVS
regeringsgeledere,NSM
gevoer,VVHOG
is,VVUOP
",",ZM
is,VTHOK
ons,PEMP
besig,ASP
om,SVS
konsensus,NA
te,UPI
bereik,VTHOG
oor,SVS
die,LB
feit,NSE
dat,KO
die,LB
elemente,NSM
van,SVS
so,UPV
'n,LO
stelsel,NSE
die,LB
volgende,NA
sal,VTUOM
moet,VTUOM
insluit,VTHSG
:,ZM
,
voortsetting,NSE
van,SVS
die,LB
minimumvoordele,NSM
wat,PB
in,SVS
ons,PEMB
stelsel,NSE
van,SVS
maatskaplike,ASA
toelaes,NSM
vervat,VTHOG
is,VVUOP
",",ZM
met,SVS
voordele,NSM
wat,PB
by,SVS
wyse,NSE
van,SVS
'n,LO
moderne,ASA
administratiewe,ASA
stelsel,NSE
uitbetaal,VTHSG
word,VTUOP
,
'n,LO
loonsubsidie,NSE
vir,SVS
werknemers,NSM
wat,PB
lae,ASA
lone,NSM
verdien,VTHOG
",",ZM
moontlik,BS
gerig,ASP
op,SVS
werkers,NSM
wat,PB
die,LB
arbeidersmark,NSE
vir,SVS
die,LB
eerste,TRAB
keer,NSE
betree,VTHOG
het,VUOT
",",ZM
en,KN
veral,BS
op,SVS
jongmense,NSM
,
'n,LO
maatskaplikesekerheidsbelasting,NM
waaruit,PB
basiese,ASA
aftreevoordele,NSM
en,KN
voordele,NSM
in,SVS
die,LB
geval,NSE
van,SVS
dood,NM
",",ZM
ongeskiktheid,NM
en,KN
werkloosheid,NM
bekostig,VTHOG
kan,VTUOM
word,VTUOP
.,ZE
,
Die,LB
Minister,NSE
van,SVS
Finansies,NA
sal,VTUOM
in,SVS
sy,PDHEB
begrotingstoespraak,NSE
verder,BV
hierop,PB
uitbrei,VTHSG
.,ZE
,
Wat,PB
ons,PEMP
egter,BS
moet,VTUOM
beklemtoon,VTHOG
",",ZM
is,VTHOK
dat,KO
die,LB
Regering,NSE
",",ZM
in,SVS
sy,PDHEB
finalisering,NA
van,SVS
die,LB
nuwe,ASA
bedeling,NSE
vir,SVS
maatskaplike,ASA
sekerheid,NA
",",ZM
uitgebreid,BS
met,SVS
alle,THAO
maatskaplike,ASA
vennote,NSM
oorleg,NA
sal,VTUOM
pleeg,VTHOG
:,ZM
sowel,KO
individueel,BS
as,KO
deur,SVS
Nedlac,RK
.,ZE
,
Ons,PEMP
het,VUOT
hierbenewens,PB
ook,BS
begin,VTUOA
ondersoek,NSE
instel,VTHSG
na,SVS
maatreëls,NSM
waarmee,PB
ons,PEMB
kwesbare,ASA
kinders,NSM
wat,PB
ouer,AVP
as,KO
14,RS
jaar,NSE
is,VTHOK
",",ZM
kan,VTUOM
bereik,VTHOG
.,ZE
,
Vir,SVS
vanjaar,BS
sluit,VTHOG
ons,PEMB
program,NSE
in,SVS
die,LB
maatskaplike,ASA
sektor,NSE
ook,BS
die,LB
volgende,NA
in,UPW
:,ZM
,
Bespoediging,NA
van,SVS
die,LB
bou,NA
van,SVS
lae-kostebehuising,NM
",",ZM
wat,PB
die,LB
dringende,ASA
vestiging,NA
van,SVS
'n,LO
spesiale,ASA
medium,NSE
vir,SVS
die,LB
hantering,NA
van,SVS
finansies,NA
",",ZM
noodsaak,VTHOG
;,ZM
die,LB
loodsing,NA
van,SVS
die,LB
Wetsontwerp,NSE
op,SVS
die,LB
Bestuur,NA
van,SVS
Grondgebruik,NA
;,ZM
en,KN
om,SVS
toe,UPW
te,UPI
sien,VTHOG
dat,KO
die,LB
oorblywende,ASA
elemente,NSM
van,SVS
die,LB
lank-uitgestelde,ASA
ooreenkoms,NSE
met,SVS
die,LB
privaatsektor,NSE
oor,SVS
lae-kostebehuising,NM
gefinaliseer,VVHOG
word,VTUOP
.,ZE
,
Die,LB
bespoediging,NA
van,SVS
die,LB
taxi-herkapitaliseringsprojek,NSE
",",ZM
die,LB
inwerkingstelling,NA
van,SVS
gedetailleerde,ASA
planne,NSM
vir,SVS
passasiersvervoer,NM
per,SVS
spoor,NSE
en,KN
per,SVS
pad,NSE
",",ZM
met,SVS
inbegrip,NA
van,SVS
die,LB
blitsbusvervoerstelsel,NSE
in,SVS
the,RV
metro's,NSM
en,KN
die,LB
herkapitalisering,NA
van,SVS
Metrorail,NEE
.,ZE
,
In,SVS
hierdie,PA
verband,NSE
wil,VTUOM
ek,PEENP
van,SVS
die,LB
geleentheid,NSE
gebruik,NA
maak,VTHOG
om,SVS
te,UPI
beklemtoon,VTHOG
dat,KO
die,LB
Regering,NSE
en,KN
ons,PEMB
vennote,NSM
by,SVS
Santaco,RK
hulle,PDMW
nie,BS
sal,VTUOM
laat,VTUOA
boelie,VTHOO
om,SVS
die,LB
taxi-herkapitaliseringsprojek,NSE
te,UPI
laat,VTUOA
vaar,VTHOG
nie,UPO
.,ZE
,
Geen,THAB
pogings,NSM
om,SVS
die,LB
openbare,ASA
orde,NA
ter,SVS
wille,NA
van,SVS
selfsugtige,ASA
eiebelang,NA
omver,UPW
te,UPI
werp,VTHOG
",",ZM
sal,VTUOM
geduld,VVHOG
word,VTUOP
nie,UPO
.,ZE
,
Die,LB
uitbreiding,NSE
van,SVS
toegang,NA
tot,SVS
vroeë,ASA
kinderontwikkeling,NA
",",ZM
as,KO
onderdeel,NSE
van,SVS
sowel,KO
die,LB
program,NSE
ter,SVS
verbetering,NSE
van,SVS
die,LB
algemene,ASA
stelsel,NSE
van,SVS
onderwys,NA
as,KO
die,LB
EPWP,RL
.,ZE
,
Uitbreiding,NSE
van,SVS
die,LB
opleiding,NA
en,KN
indiensneming,NA
van,SVS
verpleegsters,NSM
en,KN
maatskaplike,ASA
werkers,NSM
én,KN
helpers,NSM
;,ZM
uitbreiding,NSE
van,SVS
die,LB
getal,NSE
opleidingsinstansies,NSM
",",ZM
met,SVS
opleiding,NA
van,SVS
hoër,AVA
gehalte,NA
;,ZM
en,KN
die,LB
inwerkingstelling,NA
van,SVS
'n,LO
beursstelsel,NSE
.,ZE
,
Voortsetting,NSE
van,SVS
die,LB
implementering,NA
van,SVS
die,LB
vergoedingsbedeling,NSE
vir,SVS
professionele,ASA
mediese,ASA
werkers,NSM
",",ZM
en,KN
voorsiening,NA
van,SVS
bykomende,ASA
hulpbronne,NSM
om,SVS
die,LB
salarisse,NSM
van,SVS
onderwysers,NSM
verder,BV
te,UPI
verhoog,VTHOG
.,ZE
,
Om,SVS
toe,UPW
te,UPI
sien,VTHOG
dat,KO
maatreëls,NSM
ter,SVS
verlaging,NSE
van,SVS
die,LB
koste,NSE
van,SVS
medisyne,NM
onmiddellik,BS
in,SVS
werking,NA
gestel,VVHOG
word,VTUOP
.,ZE
,
Voortsetting,NSE
van,SVS
die,LB
werk,NA
wat,PB
gerig,VVHOG
is,VVUOP
op,SVS
die,LB
vind,NA
van,SVS
oplossings,NSM
vir,SVS
veral,BS
die,LB
onderskeie,ASA
onnatuurlike,ASA
oorsake,NSM
van,SVS
dood,NM
in,SVS
ons,PEMB
samelewing,NSE
",",ZM
asook,KN
vir,SVS
leefstylsiektes,NSM
",",ZM
malaria,NA
",",ZM
die,LB
onderskeie,ASA
soorte,NSM
tuberkulose,NA
",",ZM
padongelukke,NSM
en,KN
geweldsmisdaad,NSE
.,ZE
,
In,SVS
hierdie,PA
verband,NSE
verbind,VTHOG
die,LB
Regering,NSE
hom,PDHEW
tot,SVS
die,LB
verskerping,NA
van,SVS
die,LB
veldtog,NSE
teen,SVS
MIV,RL
en,KN
vigs,RK
en,KN
tot,SVS
die,LB
inwerkingstelling,NA
van,SVS
alle,THAO
elemente,NSM
van,SVS
die,LB
omvattende,ASA
benadering,NSE
",",ZM
soos,UPV
voorkoming,NA
",",ZM
tuissorg,NM
en,KN
behandeling,NA
.,ZE
,
Ons,PEMP
sal,VTUOM
sorg,VTHOG
dat,KO
die,LB
vennootskappe,NSM
wat,PB
oor,SVS
die,LB
jare,NSM
heen,BS
opgebou,VVHOG
is,VVUOP
",",ZM
verstewig,VTHOG
word,VTUOP
",",ZM
en,KN
dat,KO
ons,PEMB
verbeterde,ASA
nasionale,ASA
omvattende,ASA
strategie,NSE
teen,SVS
vigs,RK
en,KN
seksueel,BS
oordraagbare,ASA
siektes,NSM
so,UPV
gou,BS
moontlik,ASP
gefinaliseer,VVHOG
word,VTUOP
.,ZE
,
Vanjaar,BS
sal,VTUOM
ons,PEMP
die,LB
konkrete,ASA
planne,NSM
vir,SVS
die,LB
implementering,NA
van,SVS
die,LB
finale,ASA
stadiums,NSM
van,SVS
ons,PEMB
programme,NSM
wat,PB
gerig,VVHOG
is,VVUOP
op,SVS
die,LB
verskaffing,NA
van,SVS
universele,ASA
toegang,NA
tot,SVS
water,NM
in,SVS
2008,RS
",",ZM
sanitasie,NA
in,SVS
2010,RS
en,KN
elektrisiteit,NM
in,SVS
2012,RS
afhandel,VTHSG
.,ZE
,
Ons,PEMP
sal,VTUOM
ook,BS
die,LB
strategie,NSE
en,KN
programme,NSM
vir,SVS
kwessies,NSM
rakende,SVS
maatskaplike,ASA
binding,NA
",",ZM
met,SVS
inbegrip,NA
van,SVS
die,LB
omvattende,ASA
en,KN
geïntegreerde,ASA
armoedebekampingstrategie,NSE
wat,PB
ons,PEMP
reeds,BS
genoem,VVHOG
het,VUOT
",",ZM
afhandel,VTHSG
;,ZM
en,KN
ons,PEMP
sal,VTUOM
aandag,NA
skenk,VTHOG
aan,SVS
sake,NSM
wat,PB
op,SVS
nasionale,ASA
eenheid,NA
",",ZM
waardestelsels,NSM
en,KN
identiteit,NSE
betrekking,NA
het,VTHOG
.,ZE
,
Al,THBO
hierdie,PA
pogings,NSM
",",ZM
Mevrou,NSE
die,LB
Speaker,NSE
en,KN
Voorsitter,NSE
",",ZM
moet,VTUOM
gepaardgaan,VTHSO
met,SVS
'n,LO
volgehoue,ASA
gedrewenheid,NA
om,SVS
gemeenskapsveiligheid,NA
en,KN
-sekuriteit,RWD
te,UPI
verbeter,VTHOG
.,ZE
,
In,SVS
hierdie,PA
verband,NSE
sal,VTUOM
die,LB
Regering,NSE
sorg,VTHOG
dat,KO
besluite,NSM
wat,PB
reeds,BS
oor,SVS
die,LB
verskerping,NA
van,SVS
ons,PEMB
stryd,NA
teen,SVS
misdaad,NSE
geneem,VVHOG
is,VVUOP
",",ZM
doeltreffend,BS
geïmplementeer,VVHOG
word,VTUOP
.,ZE
,
Die,LB
uitdaging,NSE
wat,PB
ons,PEMP
in,SVS
die,LB
vind,NA
van,SVS
oplossings,NSM
vir,SVS
hierdie,PA
kwessie,NSE
in,SVS
die,LB
gesig,NSE
staar,VTHOG
",",ZM
het,VTHOO
min,THBO
met,SVS
beleid,NSE
te,UPI
make,VTHOO
.,ZE
,
Wat,PB
eerder,BS
nodig,ASP
is,VTHOK
",",ZM
is,VTHOK
dat,KO
die,LB
groot,ASA
gros,NSE
beamptes,NSM
wat,PB
vir,SVS
wetstoepassing,NA
",",ZM
intelligensie,NM
en,KN
korrektiewe,ASA
dienste,NSM
verantwoordelik,ASP
is,VTHOK
",",ZM
en,KN
ampsbekleërs,NSM
in,SVS
die,LB
regstelsel,NSE
",",ZM
doeltreffend,BS
georganiseer,VVHOG
en,KN
gemobiliseer,VVHOG
moet,VTUOM
word,VTUOP
en,KN
doeltreffende,ASA
leiding,NA
moet,VTUOM
ontvang,VTHOG
.,ZE
,
Die,LB
oorgrote,ASA
meerderheid,NSE
van,SVS
hierdie,PA
staatsamptenare,NSM
het,VUOT
in,SVS
die,LB
praktyk,NSE
oor,SVS
en,KN
oor,SVS
bewys,VTHOG
dat,KO
hulle,PDMP
bereid,ASP
is,VTHOK
om,SVS
hulle,PDMB
lewens,NSM
op,SVS
die,LB
spel,NSE
te,UPI
plaas,VTHOG
en,KN
selfs,BS
die,LB
klein,BS
bietjie,THAO
gehaltetyd,NA
wat,PB
hulle,PDMP
saam,BS
met,SVS
hulle,PDMB
gesinne,NSM
kan,VTUOM
deurbring,VTHSO
",",ZM
ter,SVS
wille,NA
van,SVS
die,LB
beskerming,NA
van,SVS
ons,PEMB
vryheid,NA
en,KN
sekuriteit,NA
op,UPW
te,UPI
offer,VTHOG
.,ZE
,
Benewens,SVS
die,LB
talle,THAO
lopende,ASA
programme,NSM
wat,PB
ons,PEMP
in,SVS
werking,NA
gestel,VVHOG
het,VUOT
",",ZM
sal,VTUOM
die,LB
Regering,NSE
vanjaar,BS
:,ZM
,
Voortgaan,VTHSO
om,SVS
die,LB
polisie,NM
se,UPS
salarisse,NSM
en,KN
werksomstandighede,NSM
te,UPI
verbeter,VTHOG
;,ZM
die,LB
proses,NSE
vir,SVS
die,LB
verdere,ASA
uitbreiding,NSE
van,SVS
die,LB
personeel,NM
van,SVS
die,LB
Suid-Afrikaanse,ASA
Polisiediens,NSE
aan,SVS
die,LB
gang,NA
sit,VTHOG
",",ZM
wat,PB
die,LB
personeeltal,NSE
binne,SVS
drie,THAB
jaar,NSE
op,SVS
meer,THBO
as,KO
180,RS
000,RS
te,UPI
staan,VTHOO
sal,VTUOM
bring,VTHOO
;,ZM
en,KN
sorg,VTHOG
dat,KO
die,LB
elektroniese,ASA
monitering-,RWD
en,KN
evalueringstelsel,NSE
wat,PB
so,UPV
pas,BS
in,SVS
werking,NA
gestel,VVHOG
is,VVUOP
",",ZM
optimaal,BS
gebruik,VTHOG
word,VTUOP
.,ZE
,
Die,LB
forensiese,ASA
laboratoriums,NSM
",",ZM
wat,PB
met,SVS
die,LB
heel,BS
nuutste,AOA
tegnologie,NSE
toegerus,VVHOG
is,VVUOP
",",ZM
tot,SVS
hulle,PDMB
volle,ASA
kapasiteit,NSE
uitbou,VTHSO
;,ZM
en,KN
sorg,VTHOG
dat,KO
die,LB
databasis,NSE
met,SVS
vingerafdrukke,NSM
optimaal,BS
gebruik,VTHOG
word,VTUOP
-,ZM
'n,LO
groot,ASA
deel,NSE
van,SVS
die,LB
onlangse,ASA
sukses,NSE
met,SVS
die,LB
oplos,NA
van,SVS
ernstige,ASA
misdaadsake,NSM
is,VVUOP
inderdaad,BS
deur,SVS
hierdie,PA
stelsels,NSM
moontlik,BS
gemaak,VVHOG
.,ZE
,
Die,LB
werking,NA
van,SVS
die,LB
Departement,NSE
van,SVS
Binnelandse,ASA
Sake,NSM
tot,SVS
sy,PDHEB
volle,ASA
kapasiteit,NSE
uitbou,VTHSO
deur,SVS
vakante,ASA
poste,NSM
te,UPI
vul,VTHOG
",",ZM
stelsels,NSM
te,UPI
verbeter,VTHOG
en,KN
ander,ASA
aanbevelings,NSM
deur,SVS
die,LB
taakspan,NSE
wat,PB
met,SVS
die,LB
minister,NSE
saamgewerk,VVHOO
het,VUOT
om,SVS
die,LB
werk,NA
van,SVS
hierdie,PA
onmisbare,ASA
instansie,NSE
te,UPI
verbeter,VTHOG
",",ZM
implementeer,VTHOG
.,ZE
,
Die,LB
Khampepe,NEE
kommissie,NSE
se,UPS
aanbevelings,NSM
oor,SVS
die,LB
mandaat,NSE
en,KN
werksaamhede,NSM
van,SVS
die,LB
Direktoraat,NSE
Spesiale,ASA
Operasies,NSM
(,ZPL
die,LB
Skerpioene,NSE
),ZPR
implementeer,VTHOG
.,ZE
,
Die,LB
proses,NSE
gerig,VVHOO
op,SVS
die,LB
modernisering,NA
van,SVS
die,LB
Suid-Afrikaanse,ASA
Inkomstediens,NSE
se,UPS
stelsels,NSM
",",ZM
veral,BS
met,SVS
betrekking,NA
tot,SVS
grensbeheer,NA
",",ZM
van,SVS
stapel,NSE
stuur,VTHOO
;,ZM
en,KN
die,LB
interdepartementele,ASA
koördineringstrukture,NSM
se,UPS
werk,NA
in,SVS
hierdie,PA
verband,NSE
verbeter,VTHOG
.,ZE
,
Die,LB
intelligensiewerk,NA
wat,PB
op,SVS
georganiseerde,ASA
misdaad,NSE
betrekking,NA
het,VTHOG
",",ZM
te,UPI
verskerp,VTHOG
;,ZM
en,KN
voort,UPW
te,UPI
bou,VTHOO
op,SVS
die,LB
suksesse,NSM
wat,PB
oor,SVS
die,LB
afgelope,ASA
tyd,NM
behaal,VTHOG
is,VVUOP
met,SVS
sake,NSM
wat,PB
op,SVS
transitorooftogte,NSM
",",ZM
dwelmhandel,NA
en,KN
wild-,RWD
en,KN
perlemoenstropery,NA
betrekking,NA
het,VTHOG
.,ZE
,
Die,LB
nuwe,ASA
tegnologie,NSE
wat,PB
aan,SVS
die,LB
regstelsel,NSE
verskaf,VTHOG
is,VVUOP
",",ZM
optimaal,BS
gebruik,VTHOG
",",ZM
en,KN
die,LB
bestuur,NA
van,SVS
die,LB
howe,NSM
en,KN
vervolgingsgesag,NA
oor,SVS
die,LB
algemeen,NA
só,UPV
verbeter,VTHOG
dat,KO
dit,PDOENP
'n,LO
massiewe,ASA
vermindering,NSE
in,SVS
die,LB
agterstand,NA
met,SVS
die,LB
verhoor,NSE
van,SVS
sake,NSM
teweeg,UPW
sal,VTUOM
bring,VTHOG
.,ZE
,
Die,LB
oorblywende,ASA
elemente,NSM
in,SVS
die,LB
maatreëls,NSM
vir,SVS
die,LB
hervorming,NSE
van,SVS
die,LB
regbank,NSE
finaliseer,VTHOG
en,KN
sy,PDHEB
werking,NA
",",ZM
in,SVS
oorleg,NA
met,SVS
hierdie,PA
gesiene,ASA
instelling,NSE
van,SVS
ons,PEMB
demokrasie,NSE
",",ZM
verbeter,VTHOG
.,ZE
,
Die,LB
programme,NSM
waarop,PB
daar,UXD
besluit,VTHOG
is,VVUOP
vir,SVS
die,LB
bou,NA
van,SVS
meer,THAO
korrektiewe,ASA
fasiliteite,NSM
implementeer,VTHOG
en,KN
die,LB
doelwitte,NSM
van,SVS
die,LB
Witskrif,NSE
oor,SVS
Korrektiewe,ASA
Dienste,NSM
verwesenlik,VTHOG
.,ZE
,
Voortgaan,VTHSO
met,SVS
die,LB
proses,NSE
om,SVS
ons,PEMB
intelligensieagentskappe,NSM
verder,BV
te,UPI
bemagtig,VTHOG
",",ZM
en,KN
sorg,VTHOG
dat,KO
hulle,PDMB
werksaamhede,NSM
te,UPI
alle,THAO
tye,NSM
binne,SVS
die,LB
raamwerk,NSE
van,SVS
ons,PEMB
Grondwet,NSE
en,KN
landswette,NSM
val,VTHOO
.,ZE
,
Ons,PEMB
ontleding,NSE
van,SVS
misdaadtendense,NSM
verbeter,VTHOG
sodat,KO
ons,PEMP
ons,PEMB
prestasie,NSE
met,SVS
betrekking,NA
tot,SVS
sowel,KO
misdaadvoorkoming,NA
as,KO
misdaadbekamping,NA
kan,VTUOM
verbeter,VTHOG
.,ZE
,
In,SVS
hierdie,PA
verband,NSE
moet,VTUOM
ons,PEMP
reageer,VTHOO
op,SVS
die,LB
koue,ASA
feite,NSM
dat,KO
",",ZM
soos,UPV
in,SVS
ander,ASA
lande,NSM
",",ZM
die,LB
oorweldigende,ASA
meerderheid,NSE
van,SVS
geweldsmisdaad,NSE
teen,SVS
mense,NSM
in,SVS
die,LB
sosio-ekonomies,BS
verwaarloosde,ASA
dele,NSM
van,SVS
ons,PEMB
land,NSE
gepleeg,VVHOG
word,VTUOP
en,KN
dat,KO
kragtige,ASA
en,KN
volgehoue,ASA
gemeenskapsingrypings,NSM
wat,PB
op,SVS
misdaadvoorkoming,NA
gerig,VVHOG
is,VVUOP
",",ZM
nodig,ASP
is,VTHOK
om,SVS
die,LB
probleem,NSE
die,LB
hoof,NSE
te,UPI
bied,VTHOG
.,ZE
,
Soos,UPV
reeds,BS
genoem,VVHOG
is,VVUOP
",",ZM
sal,VTUOM
